# OpenSignals Text File Format. Version 1
# {"98:D3:41:FD:4F:0D": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:41:FD:4F:0D", "device connection": "BTH98:D3:41:FD:4F:0D", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-12", "time": "12:17:1.918", "channels": [1], "sensor": ["RAW"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
1	0	0	0	0	505	
2	0	0	0	0	506	
3	0	0	0	0	506	
4	0	0	0	0	507	
5	0	0	0	0	502	
6	0	0	0	0	503	
7	0	0	0	0	506	
8	0	0	0	0	507	
9	0	0	0	0	505	
10	0	0	0	0	505	
11	0	0	0	0	503	
12	0	0	0	0	502	
13	0	0	0	0	505	
14	0	0	0	0	505	
15	0	0	0	0	504	
0	0	0	0	0	506	
1	0	0	0	0	501	
2	0	0	0	0	500	
3	0	0	0	0	500	
4	0	0	0	0	499	
5	0	0	0	0	505	
6	0	0	0	0	508	
7	0	0	0	0	504	
8	0	0	0	0	504	
9	0	0	0	0	504	
10	0	0	0	0	505	
11	0	0	0	0	503	
12	0	0	0	0	506	
13	0	0	0	0	503	
14	0	0	0	0	504	
15	0	0	0	0	499	
0	0	0	0	0	496	
1	0	0	0	0	503	
2	0	0	0	0	508	
3	0	0	0	0	502	
4	0	0	0	0	504	
5	0	0	0	0	502	
6	0	0	0	0	503	
7	0	0	0	0	509	
8	0	0	0	0	506	
9	0	0	0	0	508	
10	0	0	0	0	503	
11	0	0	0	0	507	
12	0	0	0	0	509	
13	0	0	0	0	508	
14	0	0	0	0	506	
15	0	0	0	0	507	
0	0	0	0	0	504	
1	0	0	0	0	502	
2	0	0	0	0	507	
3	0	0	0	0	500	
4	0	0	0	0	499	
5	0	0	0	0	505	
6	0	0	0	0	506	
7	0	0	0	0	499	
8	0	0	0	0	502	
9	0	0	0	0	507	
10	0	0	0	0	503	
11	0	0	0	0	501	
12	0	0	0	0	498	
13	0	0	0	0	501	
14	0	0	0	0	504	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	511	
2	0	0	0	0	508	
3	0	0	0	0	502	
4	0	0	0	0	502	
5	0	0	0	0	499	
6	0	0	0	0	500	
7	0	0	0	0	501	
8	0	0	0	0	500	
9	0	0	0	0	503	
10	0	0	0	0	510	
11	0	0	0	0	510	
12	0	0	0	0	511	
13	0	0	0	0	510	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	506	
1	0	0	0	0	502	
2	0	0	0	0	495	
3	0	0	0	0	496	
4	0	0	0	0	498	
5	0	0	0	0	500	
6	0	0	0	0	503	
7	0	0	0	0	505	
8	0	0	0	0	504	
9	0	0	0	0	507	
10	0	0	0	0	509	
11	0	0	0	0	507	
12	0	0	0	0	508	
13	0	0	0	0	504	
14	0	0	0	0	506	
15	0	0	0	0	504	
0	0	0	0	0	506	
1	0	0	0	0	508	
2	0	0	0	0	506	
3	0	0	0	0	506	
4	0	0	0	0	502	
5	0	0	0	0	505	
6	0	0	0	0	504	
7	0	0	0	0	503	
8	0	0	0	0	504	
9	0	0	0	0	504	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	506	
13	0	0	0	0	508	
14	0	0	0	0	505	
15	0	0	0	0	506	
0	0	0	0	0	504	
1	0	0	0	0	505	
2	0	0	0	0	502	
3	0	0	0	0	499	
4	0	0	0	0	504	
5	0	0	0	0	498	
6	0	0	0	0	503	
7	0	0	0	0	505	
8	0	0	0	0	500	
9	0	0	0	0	504	
10	0	0	0	0	501	
11	0	0	0	0	504	
12	0	0	0	0	502	
13	0	0	0	0	502	
14	0	0	0	0	504	
15	0	0	0	0	504	
0	0	0	0	0	505	
1	0	0	0	0	501	
2	0	0	0	0	502	
3	0	0	0	0	510	
4	0	0	0	0	508	
5	0	0	0	0	503	
6	0	0	0	0	504	
7	0	0	0	0	508	
8	0	0	0	0	507	
9	0	0	0	0	503	
10	0	0	0	0	504	
11	0	0	0	0	500	
12	0	0	0	0	500	
13	0	0	0	0	504	
14	0	0	0	0	507	
15	0	0	0	0	511	
0	0	0	0	0	508	
1	0	0	0	0	504	
2	0	0	0	0	496	
3	0	0	0	0	496	
4	0	0	0	0	503	
5	0	0	0	0	505	
6	0	0	0	0	502	
7	0	0	0	0	503	
8	0	0	0	0	501	
9	0	0	0	0	504	
10	0	0	0	0	503	
11	0	0	0	0	504	
12	0	0	0	0	506	
13	0	0	0	0	505	
14	0	0	0	0	505	
15	0	0	0	0	508	
0	0	0	0	0	502	
1	0	0	0	0	497	
2	0	0	0	0	509	
3	0	0	0	0	511	
4	0	0	0	0	507	
5	0	0	0	0	503	
6	0	0	0	0	500	
7	0	0	0	0	503	
8	0	0	0	0	503	
9	0	0	0	0	503	
10	0	0	0	0	504	
11	0	0	0	0	508	
12	0	0	0	0	504	
13	0	0	0	0	503	
14	0	0	0	0	502	
15	0	0	0	0	505	
0	0	0	0	0	506	
1	0	0	0	0	503	
2	0	0	0	0	506	
3	0	0	0	0	506	
4	0	0	0	0	505	
5	0	0	0	0	507	
6	0	0	0	0	504	
7	0	0	0	0	505	
8	0	0	0	0	504	
9	0	0	0	0	503	
10	0	0	0	0	508	
11	0	0	0	0	502	
12	0	0	0	0	504	
13	0	0	0	0	505	
14	0	0	0	0	503	
15	0	0	0	0	505	
0	0	0	0	0	506	
1	0	0	0	0	510	
2	0	0	0	0	505	
3	0	0	0	0	499	
4	0	0	0	0	503	
5	0	0	0	0	506	
6	0	0	0	0	503	
7	0	0	0	0	502	
8	0	0	0	0	496	
9	0	0	0	0	500	
10	0	0	0	0	507	
11	0	0	0	0	505	
12	0	0	0	0	505	
13	0	0	0	0	503	
14	0	0	0	0	510	
15	0	0	0	0	507	
0	0	0	0	0	506	
1	0	0	0	0	507	
2	0	0	0	0	506	
3	0	0	0	0	512	
4	0	0	0	0	510	
5	0	0	0	0	509	
6	0	0	0	0	501	
7	0	0	0	0	498	
8	0	0	0	0	493	
9	0	0	0	0	489	
10	0	0	0	0	497	
11	0	0	0	0	503	
12	0	0	0	0	503	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	505	
1	0	0	0	0	500	
2	0	0	0	0	500	
3	0	0	0	0	503	
4	0	0	0	0	504	
5	0	0	0	0	505	
6	0	0	0	0	501	
7	0	0	0	0	505	
8	0	0	0	0	505	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	507	
12	0	0	0	0	510	
13	0	0	0	0	506	
14	0	0	0	0	503	
15	0	0	0	0	503	
0	0	0	0	0	504	
1	0	0	0	0	503	
2	0	0	0	0	505	
3	0	0	0	0	505	
4	0	0	0	0	506	
5	0	0	0	0	507	
6	0	0	0	0	505	
7	0	0	0	0	506	
8	0	0	0	0	510	
9	0	0	0	0	504	
10	0	0	0	0	499	
11	0	0	0	0	500	
12	0	0	0	0	496	
13	0	0	0	0	500	
14	0	0	0	0	505	
15	0	0	0	0	504	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	499	
3	0	0	0	0	496	
4	0	0	0	0	507	
5	0	0	0	0	513	
6	0	0	0	0	506	
7	0	0	0	0	505	
8	0	0	0	0	504	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	502	
12	0	0	0	0	493	
13	0	0	0	0	496	
14	0	0	0	0	503	
15	0	0	0	0	508	
0	0	0	0	0	507	
1	0	0	0	0	505	
2	0	0	0	0	502	
3	0	0	0	0	500	
4	0	0	0	0	506	
5	0	0	0	0	503	
6	0	0	0	0	506	
7	0	0	0	0	505	
8	0	0	0	0	502	
9	0	0	0	0	504	
10	0	0	0	0	503	
11	0	0	0	0	505	
12	0	0	0	0	507	
13	0	0	0	0	511	
14	0	0	0	0	506	
15	0	0	0	0	503	
0	0	0	0	0	498	
1	0	0	0	0	503	
2	0	0	0	0	507	
3	0	0	0	0	505	
4	0	0	0	0	503	
5	0	0	0	0	506	
6	0	0	0	0	507	
7	0	0	0	0	504	
8	0	0	0	0	504	
9	0	0	0	0	505	
10	0	0	0	0	504	
11	0	0	0	0	506	
12	0	0	0	0	507	
13	0	0	0	0	504	
14	0	0	0	0	502	
15	0	0	0	0	500	
0	0	0	0	0	500	
1	0	0	0	0	502	
2	0	0	0	0	506	
3	0	0	0	0	507	
4	0	0	0	0	503	
5	0	0	0	0	505	
6	0	0	0	0	506	
7	0	0	0	0	509	
8	0	0	0	0	511	
9	0	0	0	0	507	
10	0	0	0	0	503	
11	0	0	0	0	505	
12	0	0	0	0	507	
13	0	0	0	0	502	
14	0	0	0	0	501	
15	0	0	0	0	504	
0	0	0	0	0	505	
1	0	0	0	0	505	
2	0	0	0	0	503	
3	0	0	0	0	505	
4	0	0	0	0	499	
5	0	0	0	0	498	
6	0	0	0	0	504	
7	0	0	0	0	501	
8	0	0	0	0	503	
9	0	0	0	0	503	
10	0	0	0	0	512	
11	0	0	0	0	515	
12	0	0	0	0	507	
13	0	0	0	0	510	
14	0	0	0	0	501	
15	0	0	0	0	496	
0	0	0	0	0	499	
1	0	0	0	0	500	
2	0	0	0	0	497	
3	0	0	0	0	498	
4	0	0	0	0	503	
5	0	0	0	0	506	
6	0	0	0	0	504	
7	0	0	0	0	504	
8	0	0	0	0	508	
9	0	0	0	0	510	
10	0	0	0	0	516	
11	0	0	0	0	510	
12	0	0	0	0	498	
13	0	0	0	0	499	
14	0	0	0	0	502	
15	0	0	0	0	505	
0	0	0	0	0	498	
1	0	0	0	0	501	
2	0	0	0	0	504	
3	0	0	0	0	502	
4	0	0	0	0	505	
5	0	0	0	0	504	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	507	
9	0	0	0	0	505	
10	0	0	0	0	504	
11	0	0	0	0	504	
12	0	0	0	0	505	
13	0	0	0	0	503	
14	0	0	0	0	504	
15	0	0	0	0	505	
0	0	0	0	0	505	
1	0	0	0	0	504	
2	0	0	0	0	503	
3	0	0	0	0	506	
4	0	0	0	0	501	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	505	
8	0	0	0	0	505	
9	0	0	0	0	502	
10	0	0	0	0	503	
11	0	0	0	0	505	
12	0	0	0	0	504	
13	0	0	0	0	503	
14	0	0	0	0	501	
15	0	0	0	0	501	
0	0	0	0	0	505	
1	0	0	0	0	505	
2	0	0	0	0	503	
3	0	0	0	0	502	
4	0	0	0	0	502	
5	0	0	0	0	505	
6	0	0	0	0	508	
7	0	0	0	0	507	
8	0	0	0	0	504	
9	0	0	0	0	507	
10	0	0	0	0	508	
11	0	0	0	0	509	
12	0	0	0	0	507	
13	0	0	0	0	496	
14	0	0	0	0	498	
15	0	0	0	0	503	
0	0	0	0	0	499	
1	0	0	0	0	501	
2	0	0	0	0	502	
3	0	0	0	0	504	
4	0	0	0	0	505	
5	0	0	0	0	505	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	507	
9	0	0	0	0	508	
10	0	0	0	0	507	
11	0	0	0	0	513	
12	0	0	0	0	513	
13	0	0	0	0	507	
14	0	0	0	0	508	
15	0	0	0	0	504	
0	0	0	0	0	506	
1	0	0	0	0	495	
2	0	0	0	0	491	
3	0	0	0	0	495	
4	0	0	0	0	499	
5	0	0	0	0	500	
6	0	0	0	0	503	
7	0	0	0	0	503	
8	0	0	0	0	507	
9	0	0	0	0	504	
10	0	0	0	0	507	
11	0	0	0	0	511	
12	0	0	0	0	510	
13	0	0	0	0	508	
14	0	0	0	0	503	
15	0	0	0	0	506	
0	0	0	0	0	499	
1	0	0	0	0	502	
2	0	0	0	0	504	
3	0	0	0	0	506	
4	0	0	0	0	504	
5	0	0	0	0	502	
6	0	0	0	0	502	
7	0	0	0	0	499	
8	0	0	0	0	498	
9	0	0	0	0	501	
10	0	0	0	0	504	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	507	
14	0	0	0	0	509	
15	0	0	0	0	505	
0	0	0	0	0	505	
1	0	0	0	0	504	
2	0	0	0	0	505	
3	0	0	0	0	504	
4	0	0	0	0	505	
5	0	0	0	0	506	
6	0	0	0	0	504	
7	0	0	0	0	499	
8	0	0	0	0	496	
9	0	0	0	0	497	
10	0	0	0	0	501	
11	0	0	0	0	506	
12	0	0	0	0	505	
13	0	0	0	0	505	
14	0	0	0	0	506	
15	0	0	0	0	509	
0	0	0	0	0	507	
1	0	0	0	0	503	
2	0	0	0	0	510	
3	0	0	0	0	504	
4	0	0	0	0	499	
5	0	0	0	0	497	
6	0	0	0	0	502	
7	0	0	0	0	508	
8	0	0	0	0	506	
9	0	0	0	0	506	
10	0	0	0	0	506	
11	0	0	0	0	511	
12	0	0	0	0	505	
13	0	0	0	0	500	
14	0	0	0	0	503	
15	0	0	0	0	502	
0	0	0	0	0	508	
1	0	0	0	0	511	
2	0	0	0	0	505	
3	0	0	0	0	505	
4	0	0	0	0	507	
5	0	0	0	0	504	
6	0	0	0	0	509	
7	0	0	0	0	499	
8	0	0	0	0	496	
9	0	0	0	0	500	
10	0	0	0	0	499	
11	0	0	0	0	497	
12	0	0	0	0	503	
13	0	0	0	0	508	
14	0	0	0	0	507	
15	0	0	0	0	508	
0	0	0	0	0	505	
1	0	0	0	0	503	
2	0	0	0	0	502	
3	0	0	0	0	501	
4	0	0	0	0	505	
5	0	0	0	0	510	
6	0	0	0	0	507	
7	0	0	0	0	506	
8	0	0	0	0	507	
9	0	0	0	0	503	
10	0	0	0	0	511	
11	0	0	0	0	513	
12	0	0	0	0	504	
13	0	0	0	0	499	
14	0	0	0	0	496	
15	0	0	0	0	500	
0	0	0	0	0	502	
1	0	0	0	0	501	
2	0	0	0	0	499	
3	0	0	0	0	499	
4	0	0	0	0	506	
5	0	0	0	0	512	
6	0	0	0	0	505	
7	0	0	0	0	501	
8	0	0	0	0	502	
9	0	0	0	0	505	
10	0	0	0	0	507	
11	0	0	0	0	504	
12	0	0	0	0	505	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	509	
0	0	0	0	0	507	
1	0	0	0	0	503	
2	0	0	0	0	502	
3	0	0	0	0	510	
4	0	0	0	0	505	
5	0	0	0	0	502	
6	0	0	0	0	500	
7	0	0	0	0	502	
8	0	0	0	0	507	
9	0	0	0	0	501	
10	0	0	0	0	495	
11	0	0	0	0	498	
12	0	0	0	0	505	
13	0	0	0	0	507	
14	0	0	0	0	505	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	507	
3	0	0	0	0	501	
4	0	0	0	0	503	
5	0	0	0	0	501	
6	0	0	0	0	499	
7	0	0	0	0	503	
8	0	0	0	0	504	
9	0	0	0	0	511	
10	0	0	0	0	506	
11	0	0	0	0	498	
12	0	0	0	0	495	
13	0	0	0	0	499	
14	0	0	0	0	505	
15	0	0	0	0	504	
0	0	0	0	0	507	
1	0	0	0	0	510	
2	0	0	0	0	507	
3	0	0	0	0	506	
4	0	0	0	0	504	
5	0	0	0	0	504	
6	0	0	0	0	508	
7	0	0	0	0	504	
8	0	0	0	0	504	
9	0	0	0	0	504	
10	0	0	0	0	509	
11	0	0	0	0	505	
12	0	0	0	0	503	
13	0	0	0	0	499	
14	0	0	0	0	503	
15	0	0	0	0	506	
0	0	0	0	0	511	
1	0	0	0	0	505	
2	0	0	0	0	497	
3	0	0	0	0	492	
4	0	0	0	0	499	
5	0	0	0	0	503	
6	0	0	0	0	505	
7	0	0	0	0	507	
8	0	0	0	0	508	
9	0	0	0	0	506	
10	0	0	0	0	506	
11	0	0	0	0	500	
12	0	0	0	0	499	
13	0	0	0	0	503	
14	0	0	0	0	503	
15	0	0	0	0	508	
0	0	0	0	0	507	
1	0	0	0	0	506	
2	0	0	0	0	505	
3	0	0	0	0	508	
4	0	0	0	0	514	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	501	
8	0	0	0	0	497	
9	0	0	0	0	501	
10	0	0	0	0	504	
11	0	0	0	0	505	
12	0	0	0	0	504	
13	0	0	0	0	501	
14	0	0	0	0	503	
15	0	0	0	0	500	
0	0	0	0	0	501	
1	0	0	0	0	505	
2	0	0	0	0	503	
3	0	0	0	0	503	
4	0	0	0	0	502	
5	0	0	0	0	505	
6	0	0	0	0	507	
7	0	0	0	0	505	
8	0	0	0	0	505	
9	0	0	0	0	505	
10	0	0	0	0	506	
11	0	0	0	0	506	
12	0	0	0	0	505	
13	0	0	0	0	504	
14	0	0	0	0	507	
15	0	0	0	0	504	
0	0	0	0	0	500	
1	0	0	0	0	502	
2	0	0	0	0	510	
3	0	0	0	0	504	
4	0	0	0	0	507	
5	0	0	0	0	508	
6	0	0	0	0	511	
7	0	0	0	0	510	
8	0	0	0	0	505	
9	0	0	0	0	498	
10	0	0	0	0	493	
11	0	0	0	0	501	
12	0	0	0	0	506	
13	0	0	0	0	502	
14	0	0	0	0	500	
15	0	0	0	0	500	
0	0	0	0	0	504	
1	0	0	0	0	504	
2	0	0	0	0	505	
3	0	0	0	0	510	
4	0	0	0	0	508	
5	0	0	0	0	505	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	505	
9	0	0	0	0	506	
10	0	0	0	0	504	
11	0	0	0	0	508	
12	0	0	0	0	506	
13	0	0	0	0	504	
14	0	0	0	0	502	
15	0	0	0	0	504	
0	0	0	0	0	508	
1	0	0	0	0	504	
2	0	0	0	0	502	
3	0	0	0	0	505	
4	0	0	0	0	508	
5	0	0	0	0	504	
6	0	0	0	0	496	
7	0	0	0	0	492	
8	0	0	0	0	491	
9	0	0	0	0	497	
10	0	0	0	0	507	
11	0	0	0	0	502	
12	0	0	0	0	504	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	510	
0	0	0	0	0	505	
1	0	0	0	0	507	
2	0	0	0	0	505	
3	0	0	0	0	504	
4	0	0	0	0	507	
5	0	0	0	0	506	
6	0	0	0	0	508	
7	0	0	0	0	505	
8	0	0	0	0	504	
9	0	0	0	0	503	
10	0	0	0	0	496	
11	0	0	0	0	499	
12	0	0	0	0	501	
13	0	0	0	0	502	
14	0	0	0	0	505	
15	0	0	0	0	505	
0	0	0	0	0	507	
1	0	0	0	0	504	
2	0	0	0	0	504	
3	0	0	0	0	502	
4	0	0	0	0	496	
5	0	0	0	0	503	
6	0	0	0	0	504	
7	0	0	0	0	506	
8	0	0	0	0	511	
9	0	0	0	0	504	
10	0	0	0	0	504	
11	0	0	0	0	504	
12	0	0	0	0	504	
13	0	0	0	0	509	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	504	
1	0	0	0	0	507	
2	0	0	0	0	504	
3	0	0	0	0	506	
4	0	0	0	0	502	
5	0	0	0	0	499	
6	0	0	0	0	495	
7	0	0	0	0	503	
8	0	0	0	0	504	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	503	
12	0	0	0	0	511	
13	0	0	0	0	511	
14	0	0	0	0	501	
15	0	0	0	0	495	
0	0	0	0	0	497	
1	0	0	0	0	504	
2	0	0	0	0	505	
3	0	0	0	0	503	
4	0	0	0	0	509	
5	0	0	0	0	505	
6	0	0	0	0	504	
7	0	0	0	0	502	
8	0	0	0	0	507	
9	0	0	0	0	509	
10	0	0	0	0	507	
11	0	0	0	0	509	
12	0	0	0	0	505	
13	0	0	0	0	508	
14	0	0	0	0	506	
15	0	0	0	0	504	
0	0	0	0	0	505	
1	0	0	0	0	504	
2	0	0	0	0	505	
3	0	0	0	0	497	
4	0	0	0	0	497	
5	0	0	0	0	503	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	503	
9	0	0	0	0	501	
10	0	0	0	0	504	
11	0	0	0	0	503	
12	0	0	0	0	507	
13	0	0	0	0	505	
14	0	0	0	0	505	
15	0	0	0	0	507	
0	0	0	0	0	508	
1	0	0	0	0	504	
2	0	0	0	0	503	
3	0	0	0	0	502	
4	0	0	0	0	498	
5	0	0	0	0	497	
6	0	0	0	0	501	
7	0	0	0	0	504	
8	0	0	0	0	502	
9	0	0	0	0	506	
10	0	0	0	0	507	
11	0	0	0	0	500	
12	0	0	0	0	502	
13	0	0	0	0	498	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	510	
2	0	0	0	0	504	
3	0	0	0	0	500	
4	0	0	0	0	500	
5	0	0	0	0	506	
6	0	0	0	0	505	
7	0	0	0	0	512	
8	0	0	0	0	513	
9	0	0	0	0	500	
10	0	0	0	0	500	
11	0	0	0	0	504	
12	0	0	0	0	504	
13	0	0	0	0	505	
14	0	0	0	0	504	
15	0	0	0	0	504	
0	0	0	0	0	505	
1	0	0	0	0	505	
2	0	0	0	0	504	
3	0	0	0	0	502	
4	0	0	0	0	504	
5	0	0	0	0	505	
6	0	0	0	0	499	
7	0	0	0	0	509	
8	0	0	0	0	506	
9	0	0	0	0	503	
10	0	0	0	0	496	
11	0	0	0	0	503	
12	0	0	0	0	508	
13	0	0	0	0	502	
14	0	0	0	0	501	
15	0	0	0	0	501	
0	0	0	0	0	507	
1	0	0	0	0	509	
2	0	0	0	0	503	
3	0	0	0	0	503	
4	0	0	0	0	504	
5	0	0	0	0	507	
6	0	0	0	0	506	
7	0	0	0	0	508	
8	0	0	0	0	507	
9	0	0	0	0	503	
10	0	0	0	0	499	
11	0	0	0	0	503	
12	0	0	0	0	503	
13	0	0	0	0	505	
14	0	0	0	0	504	
15	0	0	0	0	502	
0	0	0	0	0	507	
1	0	0	0	0	505	
2	0	0	0	0	505	
3	0	0	0	0	505	
4	0	0	0	0	508	
5	0	0	0	0	505	
6	0	0	0	0	496	
7	0	0	0	0	497	
8	0	0	0	0	502	
9	0	0	0	0	507	
10	0	0	0	0	511	
11	0	0	0	0	506	
12	0	0	0	0	495	
13	0	0	0	0	504	
14	0	0	0	0	503	
15	0	0	0	0	504	
0	0	0	0	0	499	
1	0	0	0	0	507	
2	0	0	0	0	510	
3	0	0	0	0	507	
4	0	0	0	0	505	
5	0	0	0	0	498	
6	0	0	0	0	501	
7	0	0	0	0	504	
8	0	0	0	0	504	
9	0	0	0	0	506	
10	0	0	0	0	505	
11	0	0	0	0	506	
12	0	0	0	0	506	
13	0	0	0	0	507	
14	0	0	0	0	506	
15	0	0	0	0	508	
0	0	0	0	0	506	
1	0	0	0	0	506	
2	0	0	0	0	504	
3	0	0	0	0	507	
4	0	0	0	0	504	
5	0	0	0	0	501	
6	0	0	0	0	497	
7	0	0	0	0	497	
8	0	0	0	0	504	
9	0	0	0	0	501	
10	0	0	0	0	502	
11	0	0	0	0	504	
12	0	0	0	0	512	
13	0	0	0	0	510	
14	0	0	0	0	507	
15	0	0	0	0	509	
0	0	0	0	0	505	
1	0	0	0	0	502	
2	0	0	0	0	494	
3	0	0	0	0	500	
4	0	0	0	0	505	
5	0	0	0	0	497	
6	0	0	0	0	493	
7	0	0	0	0	505	
8	0	0	0	0	506	
9	0	0	0	0	504	
10	0	0	0	0	507	
11	0	0	0	0	499	
12	0	0	0	0	502	
13	0	0	0	0	502	
14	0	0	0	0	503	
15	0	0	0	0	504	
0	0	0	0	0	504	
1	0	0	0	0	507	
2	0	0	0	0	506	
3	0	0	0	0	508	
4	0	0	0	0	507	
5	0	0	0	0	505	
6	0	0	0	0	507	
7	0	0	0	0	505	
8	0	0	0	0	505	
9	0	0	0	0	504	
10	0	0	0	0	505	
11	0	0	0	0	504	
12	0	0	0	0	502	
13	0	0	0	0	504	
14	0	0	0	0	507	
15	0	0	0	0	503	
0	0	0	0	0	504	
1	0	0	0	0	499	
2	0	0	0	0	505	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	506	
6	0	0	0	0	504	
7	0	0	0	0	504	
8	0	0	0	0	504	
9	0	0	0	0	501	
10	0	0	0	0	497	
11	0	0	0	0	496	
12	0	0	0	0	505	
13	0	0	0	0	504	
14	0	0	0	0	505	
15	0	0	0	0	509	
0	0	0	0	0	507	
1	0	0	0	0	505	
2	0	0	0	0	505	
3	0	0	0	0	502	
4	0	0	0	0	503	
5	0	0	0	0	504	
6	0	0	0	0	499	
7	0	0	0	0	504	
8	0	0	0	0	505	
9	0	0	0	0	505	
10	0	0	0	0	502	
11	0	0	0	0	504	
12	0	0	0	0	503	
13	0	0	0	0	503	
14	0	0	0	0	504	
15	0	0	0	0	501	
0	0	0	0	0	504	
1	0	0	0	0	506	
2	0	0	0	0	507	
3	0	0	0	0	506	
4	0	0	0	0	503	
5	0	0	0	0	507	
6	0	0	0	0	510	
7	0	0	0	0	509	
8	0	0	0	0	511	
9	0	0	0	0	507	
10	0	0	0	0	505	
11	0	0	0	0	500	
12	0	0	0	0	499	
13	0	0	0	0	503	
14	0	0	0	0	509	
15	0	0	0	0	512	
0	0	0	0	0	496	
1	0	0	0	0	488	
2	0	0	0	0	490	
3	0	0	0	0	496	
4	0	0	0	0	503	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	506	
8	0	0	0	0	508	
9	0	0	0	0	510	
10	0	0	0	0	505	
11	0	0	0	0	501	
12	0	0	0	0	508	
13	0	0	0	0	502	
14	0	0	0	0	505	
15	0	0	0	0	504	
0	0	0	0	0	502	
1	0	0	0	0	505	
2	0	0	0	0	505	
3	0	0	0	0	508	
4	0	0	0	0	504	
5	0	0	0	0	504	
6	0	0	0	0	504	
7	0	0	0	0	506	
8	0	0	0	0	507	
9	0	0	0	0	510	
10	0	0	0	0	504	
11	0	0	0	0	501	
12	0	0	0	0	500	
13	0	0	0	0	507	
14	0	0	0	0	505	
15	0	0	0	0	499	
0	0	0	0	0	496	
1	0	0	0	0	502	
2	0	0	0	0	502	
3	0	0	0	0	504	
4	0	0	0	0	506	
5	0	0	0	0	508	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	506	
9	0	0	0	0	506	
10	0	0	0	0	506	
11	0	0	0	0	503	
12	0	0	0	0	504	
13	0	0	0	0	505	
14	0	0	0	0	504	
15	0	0	0	0	506	
0	0	0	0	0	503	
1	0	0	0	0	501	
2	0	0	0	0	505	
3	0	0	0	0	507	
4	0	0	0	0	507	
5	0	0	0	0	503	
6	0	0	0	0	507	
7	0	0	0	0	510	
8	0	0	0	0	503	
9	0	0	0	0	500	
10	0	0	0	0	498	
11	0	0	0	0	494	
12	0	0	0	0	503	
13	0	0	0	0	511	
14	0	0	0	0	507	
15	0	0	0	0	504	
0	0	0	0	0	504	
1	0	0	0	0	504	
2	0	0	0	0	506	
3	0	0	0	0	506	
4	0	0	0	0	505	
5	0	0	0	0	502	
6	0	0	0	0	497	
7	0	0	0	0	497	
8	0	0	0	0	503	
9	0	0	0	0	506	
10	0	0	0	0	510	
11	0	0	0	0	509	
12	0	0	0	0	507	
13	0	0	0	0	504	
14	0	0	0	0	504	
15	0	0	0	0	506	
0	0	0	0	0	501	
1	0	0	0	0	499	
2	0	0	0	0	504	
3	0	0	0	0	506	
4	0	0	0	0	504	
5	0	0	0	0	502	
6	0	0	0	0	502	
7	0	0	0	0	504	
8	0	0	0	0	506	
9	0	0	0	0	509	
10	0	0	0	0	512	
11	0	0	0	0	507	
12	0	0	0	0	503	
13	0	0	0	0	502	
14	0	0	0	0	504	
15	0	0	0	0	508	
0	0	0	0	0	504	
1	0	0	0	0	505	
2	0	0	0	0	511	
3	0	0	0	0	507	
4	0	0	0	0	507	
5	0	0	0	0	500	
6	0	0	0	0	499	
7	0	0	0	0	496	
8	0	0	0	0	503	
9	0	0	0	0	506	
10	0	0	0	0	504	
11	0	0	0	0	505	
12	0	0	0	0	504	
13	0	0	0	0	507	
14	0	0	0	0	504	
